emp_no,salary,from_date,to_date
10830,54903,1994-08-23,1995-08-23
10830,48407,1992-08-23,1993-08-23
10830,71748,2001-08-21,9999-01-01
10831,87734,2001-02-21,2002-02-21
10831,84288,2000-02-22,2001-02-21
10831,82330,1998-02-22,1999-02-22
10831,83359,1999-02-22,2000-02-22
10831,88183,2002-02-21,9999-01-01
10832,69585,1986-10-11,1987-10-11
10832,90856,1994-10-09,1995-10-09
10832,94200,1995-10-09,1996-10-08
10832,84161,1990-10-10,1991-10-10
10832,95657,1998-10-08,1999-10-08
10832,86342,1992-10-09,1993-10-09
10832,73436,1987-10-11,1988-10-10
10832,99869,2001-10-07,9999-01-01
10832,77711,1988-10-10,1989-10-10
10832,93871,1996-10-08,1997-10-08
10832,80342,1989-10-10,1990-10-10
10832,97870,1999-10-08,2000-10-07
10832,84773,1991-10-10,1992-10-09
10832,86971,1993-10-09,1994-10-09
10832,99218,2000-10-07,2001-10-07
10832,96112,1997-10-08,1998-10-08
10833,42704,1999-12-23,2000-12-22
10833,45557,2001-12-22,9999-01-01
10833,45789,2000-12-22,2001-12-22
10834,58089,1993-11-23,1994-11-23
10834,56832,1992-11-23,1993-11-23
10834,62476,1995-11-23,1996-11-22
10834,62857,1998-11-22,1999-11-22
10834,64718,1999-11-22,2000-11-21
10834,65548,2001-11-21,9999-01-01
10834,62502,1997-11-22,1998-11-22
10834,65585,2000-11-21,2001-11-21
10834,62096,1994-11-23,1995-11-23
10834,62125,1996-11-22,1997-11-22
10834,55254,1991-11-24,1992-11-23
10834,53869,1990-11-24,1991-11-24
10835,51167,2000-08-20,2001-08-20
10835,54619,2001-08-20,9999-01-01
10835,46990,1997-08-21,1998-08-21
10835,48514,1998-08-21,1999-08-21
10835,49094,1999-08-21,2000-08-20
10835,43314,1996-08-21,1997-08-21
10836,72697,1989-08-09,1990-08-09
10836,83146,1994-08-08,1995-08-08
10836,85350,1996-08-07,1997-08-07
10836,98162,2000-08-06,2001-08-06
10836,94902,1999-08-07,2000-08-06
10836,89755,1997-08-07,1998-08-07
10836,75405,1990-08-09,1991-08-09
10836,99085,2001-08-06,9999-01-01
10836,90698,1998-08-07,1999-08-07
10836,85682,1995-08-08,1996-08-07
10836,69820,1988-08-09,1989-08-09
10836,79107,1991-08-09,1992-08-08
10836,79589,1993-08-08,1994-08-08
10836,65502,1987-08-10,1988-08-09
10836,79394,1992-08-08,1993-08-08
10837,84081,1990-01-13,1991-01-13
10837,80879,1986-01-14,1987-01-14
10837,80929,1988-01-14,1989-01-13
10837,97577,1995-01-12,1996-01-12
10837,106104,2001-01-10,2002-01-10
10837,108698,2002-01-10,2002-02-22
10837,93284,1994-01-12,1995-01-12
10837,101731,2000-01-11,2001-01-10
10837,89622,1993-01-12,1994-01-12
10837,98157,1996-01-12,1997-01-11
10837,80875,1987-01-14,1988-01-14
10837,84426,1991-01-13,1992-01-13
10837,101202,1998-01-11,1999-01-11
10837,82431,1989-01-13,1990-01-13
10837,101702,1999-01-11,2000-01-11
10837,99101,1997-01-11,1998-01-11
10837,85278,1992-01-13,1993-01-12
10838,54762,1994-04-26,1995-04-26
10838,70222,2002-04-24,9999-01-01
10838,64288,1998-04-25,1999-04-25
10838,59522,1996-04-25,1997-04-25
10838,65738,1999-04-25,2000-04-24
10838,69406,2000-04-24,2001-04-24
10838,62310,1997-04-25,1998-04-25
10838,69425,2001-04-24,2002-04-24
10838,59052,1995-04-26,1996-04-25
10839,47625,1996-12-30,1997-12-30
10839,52758,1998-12-30,1999-12-30
10839,55117,2000-12-29,2001-12-29
10839,48408,1997-12-30,1998-12-30
10839,52836,1999-12-30,2000-12-29
10839,56867,2001-12-29,9999-01-01
10840,41931,1996-06-03,1997-06-03
10840,52078,2002-06-02,9999-01-01
10840,50795,2001-06-02,2002-06-02
10840,39988,1994-06-04,1995-06-04
10840,47864,2000-06-02,2001-06-02
10840,47017,1999-06-03,2000-06-02
10840,44580,1998-06-03,1999-06-03
10840,41874,1995-06-04,1996-06-03
10840,44179,1997-06-03,1998-06-03
10841,56041,1999-01-20,2000-01-20
10841,61080,2002-01-19,9999-01-01
10841,43675,1993-01-21,1994-01-21
10841,52833,1997-01-20,1998-01-20
10841,57707,2001-01-19,2002-01-19
10841,52797,1998-01-20,1999-01-20
10841,47485,1994-01-21,1995-01-21
10841,57118,2000-01-20,2001-01-19
10841,51005,1995-01-21,1996-01-21
10841,52217,1996-01-21,1997-01-20
10842,52619,1987-07-14,1988-07-13
10842,55783,1988-07-13,1989-07-13
10842,50760,1986-07-14,1987-07-14
10842,56870,1989-07-13,1990-07-13
10735,65377,2001-10-25,9999-01-01
10735,54448,1997-10-26,1998-10-26
10735,59433,1999-10-26,2000-10-25
10735,56737,1998-10-26,1999-10-26
10735,62730,2000-10-25,2001-10-25
10736,47483,1994-09-25,1995-09-25
10736,60057,2000-09-23,2001-09-23
10736,61709,2001-09-23,9999-01-01
10736,45025,1993-09-25,1994-09-25
10736,53606,1998-09-24,1999-09-24
10736,52227,1996-09-24,1997-09-24
10736,44213,1992-09-25,1993-09-25
10736,55873,1999-09-24,2000-09-23
10736,48108,1995-09-25,1996-09-24
10736,53690,1997-09-24,1998-09-24
10737,74511,2000-06-21,2001-06-21
10737,78025,2002-06-21,9999-01-01
10737,73505,1999-06-22,2000-06-21
10737,78193,2001-06-21,2002-06-21
10738,58710,1993-04-29,1994-04-29
10738,71826,1998-04-28,1999-04-28
10738,62620,1995-04-29,1996-04-28
10738,62911,1994-04-29,1995-04-29
10738,66147,1996-04-28,1997-04-28
10738,76534,2001-04-27,2002-04-27
10738,73181,1999-04-28,2000-04-27
10738,54376,1992-04-29,1993-04-29
10738,53510,1991-04-30,1992-04-29
10738,78994,2002-04-27,9999-01-01
10738,68506,1997-04-28,1998-04-28
10738,75773,2000-04-27,2001-04-27
10739,60524,1994-03-28,1995-03-28
10739,50423,1990-03-29,1991-03-29
10739,69167,1998-03-27,1999-03-27
10739,46119,1987-03-30,1988-03-29
10739,66281,1997-03-27,1998-03-27
10739,78161,2002-03-26,9999-01-01
10739,69045,1999-03-27,2000-03-26
10739,53996,1991-03-29,1992-03-28
10739,63226,1996-03-27,1997-03-27
10739,49249,1989-03-29,1990-03-29
10739,53660,1992-03-28,1993-03-28
10739,71999,2000-03-26,2001-03-26
10739,63636,1995-03-28,1996-03-27
10739,57374,1993-03-28,1994-03-28
10739,75678,2001-03-26,2002-03-26
10739,42792,1986-03-30,1987-03-30
10739,47759,1988-03-29,1989-03-29
10740,62138,1996-04-30,1997-04-30
10740,64648,2000-04-29,2001-04-29
10740,63510,1999-04-30,2000-04-29
10740,65027,2001-04-29,2002-03-17
10740,63328,1998-04-30,1999-04-30
10740,61983,1997-04-30,1998-04-30
10741,61658,1993-01-05,1994-01-05
10741,75332,1998-01-04,1999-01-04
10741,84753,2001-01-03,2002-01-03
10741,80937,2000-01-04,2001-01-03
10741,53643,1990-01-06,1991-01-06
10741,65801,1995-01-05,1996-01-05
10741,85872,2002-01-03,9999-01-01
10741,54444,1991-01-06,1992-01-06
10741,50265,1989-01-06,1990-01-06
10741,70254,1996-01-05,1997-01-04
10741,57919,1992-01-06,1993-01-05
10741,78337,1999-01-04,2000-01-04
10741,64048,1994-01-05,1995-01-05
10741,73431,1997-01-04,1998-01-04
10742,76254,2000-04-02,2001-04-02
10742,78918,2002-04-02,9999-01-01
10742,72232,1999-04-03,2000-04-02
10742,79344,2001-04-02,2002-04-02
10742,71620,1998-04-03,1999-04-03
10742,67405,1997-04-03,1998-04-03
10743,77435,1999-11-05,2000-11-04
10743,79508,2000-11-04,2001-11-04
10743,80074,2001-11-04,9999-01-01
10744,95247,1988-12-28,1989-12-28
10744,89495,1985-12-29,1986-12-29
10744,97469,1989-12-28,1990-12-28
10744,97252,1990-12-28,1991-12-28
10744,98705,1991-12-28,1992-06-03
10744,93116,1986-12-29,1987-12-29
10744,94682,1987-12-29,1988-12-28
10745,53694,1995-01-21,1996-01-21
10745,57504,1997-01-20,1998-01-20
10745,46924,1991-01-22,1992-01-22
10745,42533,1989-01-22,1990-01-22
10745,65081,1999-01-20,2000-01-20
10745,61525,1998-01-20,1999-01-20
10745,50294,1992-01-22,1993-01-21
10745,44325,1990-01-22,1991-01-22
10745,54153,1994-01-21,1995-01-21
10745,53232,1996-01-21,1997-01-20
10745,73409,2002-01-19,9999-01-01
10745,69691,2001-01-19,2002-01-19
10745,66091,2000-01-20,2001-01-19
10745,53376,1993-01-21,1994-01-21
10746,53854,1996-08-29,1997-08-29
10746,41671,1991-08-31,1992-08-30
10746,55717,1998-08-29,1999-08-29
10746,47617,1994-08-30,1995-08-30
10746,56434,2000-08-28,2001-08-28
10746,55548,1999-08-29,2000-08-28
10746,50272,1995-08-30,1996-08-29
10746,55806,1997-08-29,1998-08-29
10746,43413,1992-08-30,1993-08-30
10746,44525,1993-08-30,1994-08-30
10746,58687,2001-08-28,9999-01-01
10747,58302,1994-10-07,1995-10-07
10747,68967,1998-10-06,1999-09-20
10747,62078,1995-10-07,1996-10-06
10747,63566,1996-10-06,1997-10-06
10747,65298,1997-10-06,1998-10-06
10747,57208,1992-10-07,1993-10-07
10747,58326,1993-10-07,1994-10-07
10747,55318,1991-10-08,1992-10-07
10747,51538,1990-10-08,1991-10-08
10748,61621,1993-08-13,1994-08-13
10748,54532,1990-08-14,1991-08-14
10748,67798,1999-08-12,2000-08-11
10748,64250,1996-08-12,1997-08-12
10748,73425,2001-08-11,9999-01-01
10748,54107,1991-08-14,1992-08-13
10748,62499,1995-08-13,1996-08-12
10748,65934,1997-08-12,1998-08-12
10748,67829,1998-08-12,1999-08-12
10748,57567,1992-08-13,1993-08-13
10748,69300,2000-08-11,2001-08-11
10748,62787,1994-08-13,1995-08-13
10749,88453,1997-09-23,1998-09-23
10749,94995,2000-09-22,2001-09-22
10749,74339,1991-09-25,1992-09-24
10749,61686,1986-09-26,1987-09-26
10749,66183,1989-09-25,1990-09-25
10749,64852,1987-09-26,1988-09-25
10749,82263,1995-09-24,1996-09-23
10749,74900,1992-09-24,1993-09-24
10749,97148,2001-09-22,9999-01-01
10749,89491,1998-09-23,1999-09-23
10749,79656,1994-09-24,1995-09-24
10749,65195,1988-09-25,1989-09-25
10749,70463,1990-09-25,1991-09-25
10749,60829,1985-09-26,1986-09-26
10749,78020,1993-09-24,1994-09-24
10749,84003,1996-09-23,1997-09-23
10749,93542,1999-09-23,2000-09-22
10750,42569,2001-11-05,9999-01-01
10750,39925,1999-11-06,2000-11-05
10750,42836,2000-11-05,2001-11-05
10751,50052,1999-12-14,2000-12-05
10752,40000,1993-05-28,1994-05-28
10755,40000,1995-04-01,1996-03-31
10756,40000,1997-10-07,1998-10-07
10759,40000,1991-12-04,1992-12-03
10760,40000,1997-08-22,1998-08-22
10766,40000,1999-09-18,2000-09-17
10772,40000,1990-02-22,1991-02-22
10773,40000,1997-02-09,1997-11-29
10777,40000,1990-03-17,1991-03-17
10781,40000,1991-02-04,1992-02-04
10782,40000,1997-07-06,1998-07-06
10783,40000,1994-05-15,1995-05-15
10786,40000,1997-06-06,1998-06-06
10789,40000,1998-01-26,1999-01-26
10791,40000,1988-07-30,1989-07-30
10793,40000,1990-09-18,1991-09-18
10800,40000,1993-05-20,1994-05-20
10802,40000,1985-08-24,1986-08-24
10804,40000,1997-06-09,1998-06-09
10808,40000,1987-03-07,1988-03-06
10811,40000,1997-07-08,1998-07-08
10815,40000,1994-04-19,1995-04-19
10818,40000,1998-04-09,1999-04-09
10821,40000,1988-10-06,1989-10-06
10823,40000,1999-08-19,2000-08-18
10829,40000,1993-07-21,1993-11-29
10833,40000,1998-12-23,1999-12-23
10835,40000,1995-08-22,1996-08-21
10840,40000,1993-06-04,1994-06-04
10841,40000,1992-01-22,1993-01-21
10736,40000,1991-09-26,1992-09-25
10739,40000,1985-03-30,1986-03-30
10745,40000,1988-01-23,1989-01-22
10746,40000,1990-08-31,1991-08-31
10750,40000,1998-11-06,1999-11-06
10101,66715,1999-10-14,2000-09-23
10102,47250,1998-01-01,1999-01-01
10102,44176,1996-01-02,1997-01-01
10102,54847,2000-01-01,2000-12-31
10102,43915,1997-01-01,1998-01-01
10102,51641,1999-01-01,2000-01-01
10102,61059,2001-12-31,9999-01-01
10102,56792,2000-12-31,2001-12-31
10102,44380,1995-01-02,1996-01-02
10103,80061,2002-01-11,9999-01-01
10103,70524,1999-01-12,2000-01-12
10103,74895,2000-01-12,2001-01-11
10103,68158,1998-01-12,1999-01-12
10103,76716,2001-01-11,2002-01-11
10104,45312,1987-04-16,1988-04-15
10104,79878,2000-04-12,2001-04-12
10104,63980,1994-04-14,1995-04-14
10104,81834,2001-04-12,2002-04-12
10104,76851,1999-04-13,2000-04-12
10104,72810,1998-04-13,1999-04-13
10104,69048,1996-04-13,1997-04-13
10104,81788,2002-04-12,9999-01-01
10104,60376,1993-04-14,1994-04-14
10104,51370,1990-04-15,1991-04-15
10104,52503,1991-04-15,1992-04-14
10104,47022,1988-04-15,1989-04-15
10104,67186,1995-04-14,1996-04-13
10104,56992,1992-04-14,1993-04-14
10104,68825,1997-04-13,1998-04-13
10104,48238,1989-04-15,1990-04-15
10105,59258,1999-05-17,2000-05-16
10105,61172,2001-05-16,2001-06-11
10105,61514,2000-05-16,2001-05-16
10106,80952,2000-10-24,2001-10-24
10106,68515,1994-10-26,1995-10-26
10106,65616,1993-10-26,1994-10-26
10106,82836,2001-10-24,9999-01-01
10106,73687,1996-10-25,1997-10-25
10106,62928,1991-10-27,1992-10-25
10106,80777,1999-10-25,2000-10-24
10106,65062,1992-10-25,1993-10-26
10106,73427,1997-10-25,1998-10-25
10106,69581,1995-10-26,1996-10-25
10106,77451,1998-10-25,1999-10-25
10107,99648,2001-03-29,2002-03-29
10107,93159,1999-03-30,2000-03-29
10107,97163,2000-03-29,2001-03-29
10107,101676,2002-03-29,9999-01-01
10108,45664,2001-03-19,2001-10-20
10108,40000,1999-03-20,2000-03-19
10108,42848,2000-03-19,2001-03-19
10109,50806,1999-06-15,2000-06-14
10109,42756,1994-06-16,1995-06-16
10109,46700,1997-06-15,1998-06-15
10109,51092,2001-06-14,2002-06-14
10109,46621,1996-06-15,1997-06-15
10109,40000,1993-06-16,1994-06-16
10109,46975,1998-06-15,1999-06-15
10109,51328,2000-06-14,2001-06-14
10109,52721,2002-06-14,9999-01-01
10109,46315,1995-06-16,1996-06-15
10110,61528,1992-08-20,1993-08-20
10110,69692,1994-08-20,1995-08-20
10110,46836,1986-08-22,1987-08-22
10110,55613,1989-08-21,1990-08-21
10110,73766,1995-08-20,1996-08-19
10110,59450,1990-08-21,1991-08-21
10110,65794,1993-08-20,1994-08-20
10110,54311,1988-08-21,1989-08-21
10110,82382,1998-08-19,1999-08-19
10110,89803,2000-08-18,2001-08-18
10110,81047,1997-08-19,1998-08-19
10110,59836,1991-08-21,1992-08-20
10110,77080,1996-08-19,1997-08-19
10110,92842,2001-08-18,9999-01-01
10110,50566,1987-08-22,1988-08-21
10110,85563,1999-08-19,2000-08-18
10111,41368,1989-12-19,1990-12-19
10111,46267,1994-12-18,1995-12-18
10111,40000,1988-12-19,1989-12-19
10111,47614,1995-12-18,1996-12-17
10111,44949,1993-12-18,1994-12-18
10111,47852,1996-12-17,1997-12-17
10111,53833,1999-12-17,2000-12-16
10111,57126,2000-12-16,2001-12-16
10111,45893,1991-12-19,1992-12-18
10111,48230,1997-12-17,1998-12-17
10111,56641,2001-12-16,9999-01-01
10111,52193,1998-12-17,1999-12-17
10111,45119,1990-12-19,1991-12-19
10111,45440,1992-12-18,1993-12-18
10112,49500,1998-05-01,1999-05-01
10112,51558,1999-05-01,2000-04-30
10112,61070,2002-04-30,9999-01-01
10112,55935,2000-04-30,2001-04-30
10112,59291,2001-04-30,2002-04-30
10113,71540,1999-09-14,2000-09-13
10113,72540,2000-09-13,2001-09-13
10113,69856,1998-09-14,1999-09-14
10113,75209,2001-09-13,9999-01-01
10114,63422,2001-07-15,2002-07-15
10114,64083,2002-07-15,9999-01-01
10114,53839,1994-07-17,1995-07-17
10114,54395,1997-07-16,1998-07-16
10114,59069,2000-07-15,2001-07-15
10114,53285,1993-07-17,1994-07-17
10114,56849,1999-07-16,2000-07-15
10114,56513,1998-07-16,1999-07-16
10114,53788,1995-07-17,1996-07-16
10114,49593,1992-07-17,1993-07-17
10114,54634,1996-07-16,1997-07-16
10115,47429,1992-03-02,1992-05-24
10115,40000,1988-03-03,1989-03-03
10115,40143,1989-03-03,1990-03-03
10115,45032,1991-03-03,1992-03-02
10115,43830,1990-03-03,1991-03-03
10116,48568,1998-02-26,1998-11-01
10116,48596,1997-02-26,1998-02-26
10116,44034,1994-02-27,1995-02-27
10116,46632,1996-02-27,1997-02-26
10116,43936,1995-02-27,1996-02-27
10117,73113,2001-03-17,2002-03-17
10117,75936,2002-03-17,9999-01-01
10117,68839,1999-03-18,2000-03-17
10117,67513,1998-03-18,1999-03-18
10117,63986,1997-03-18,1998-03-18
10117,61524,1996-03-18,1997-03-18
10117,52284,1992-03-19,1993-03-19
10117,53293,1993-03-19,1994-03-19
10117,61213,1995-03-19,1996-03-18
10117,72321,2000-03-17,2001-03-17
10117,57635,1994-03-19,1995-03-19
10118,48087,1996-02-01,1997-01-31
10118,40637,1993-02-01,1994-02-01
10118,55284,2002-01-30,9999-01-01
10118,40000,1992-02-02,1993-02-01
10118,52962,2001-01-30,2002-01-30
10118,43697,1994-02-01,1995-02-01
10118,44128,1995-02-01,1996-02-01
10118,50231,1998-01-31,1999-01-31
10118,48717,1997-01-31,1998-01-31
10118,50794,1999-01-31,2000-01-31
10118,51606,2000-01-31,2001-01-30
10119,53286,1994-12-09,1995-12-09
10119,57747,1995-12-09,1996-12-08
10119,53551,1993-12-09,1994-12-09
10119,62226,1996-12-08,1997-10-30
10120,46292,1996-07-06,1997-07-06
10120,59360,2001-07-05,2002-07-05
10120,59279,2002-07-05,9999-01-01
10120,51285,1998-07-06,1999-07-06
10120,52331,1999-07-06,2000-07-05
10120,56210,2000-07-05,2001-07-05
10120,50091,1997-07-06,1998-07-06
10121,43772,1989-05-03,1990-05-03
10121,56292,1996-05-01,1997-05-01
10121,64051,2000-04-30,2001-04-30
10121,66834,2002-04-30,9999-01-01
10121,51126,1992-05-02,1993-05-02
10121,60389,1998-05-01,1999-05-01
10121,65243,2001-04-30,2002-04-30
10121,48254,1991-05-03,1992-05-02
10121,55848,1995-05-02,1996-05-01
10121,57618,1997-05-01,1998-05-01
10121,44986,1990-05-03,1991-05-03
10121,52935,1993-05-02,1994-05-02
10121,62896,1999-05-01,2000-04-30
10121,53369,1994-05-02,1995-05-02
10122,48464,2001-08-05,9999-01-01
10122,44008,1999-08-06,2000-08-05
10122,42284,1998-08-06,1999-08-06
10122,47079,2000-08-05,2001-08-05
10123,77714,1995-01-15,1996-01-15
10123,75738,1994-01-15,1995-01-15
10123,88885,2000-01-14,2001-01-13
10123,83666,1998-01-14,1999-01-14
10123,79890,1997-01-14,1998-01-14
10123,71524,1993-01-15,1994-01-15
10123,87050,1999-01-14,2000-01-14
10123,92190,2001-01-13,2002-01-13
10123,92601,2002-01-13,9999-01-01
10123,80105,1996-01-15,1997-01-14
10124,46922,1994-09-04,1995-09-04
10124,55731,1998-09-03,1999-09-03
10124,40583,1991-09-05,1992-09-04
10124,47331,1995-09-04,1996-09-03
10124,56905,1999-09-03,2000-09-02
10124,57740,2000-09-02,2001-09-02
10124,58460,2001-09-02,9999-01-01
10124,41383,1992-09-04,1993-09-04
10124,45702,1993-09-04,1994-09-04
10124,50109,1996-09-03,1997-09-03
10124,53990,1997-09-03,1998-09-03
10125,63463,1992-10-25,1993-10-25
10125,61811,1991-10-26,1992-10-25
10125,68294,1994-10-25,1995-10-25
10125,66048,1993-10-25,1994-10-25
10125,69518,1995-10-25,1996-03-25
10125,58249,1990-10-26,1991-10-26
10126,66149,1995-09-06,1996-09-05
10126,73958,2000-09-04,2001-09-04
10126,40000,1985-09-08,1986-09-08
10126,53999,1992-09-06,1993-09-06
10126,50043,1990-09-07,1991-09-07
10126,77310,2001-09-04,9999-01-01
10126,67842,1996-09-05,1997-09-05
10126,71295,1997-09-05,1998-09-05
10126,73322,1998-09-05,1999-09-05
10126,58390,1993-09-06,1994-09-06
10126,48304,1989-09-07,1990-09-07
10126,62074,1994-09-06,1995-09-06
10126,42422,1986-09-08,1987-09-08
10126,53369,1991-09-07,1992-09-06
10126,46618,1988-09-07,1989-09-07
10126,74352,1999-09-05,2000-09-04
10126,44369,1987-09-08,1988-09-07
10127,61146,1999-05-15,2000-05-14
10127,63100,2002-05-14,9999-01-01
10127,49840,1995-05-16,1996-05-15
10127,57436,1998-05-15,1999-05-15
10127,46204,1994-05-16,1995-05-16
10127,63137,2001-05-14,2002-05-14
10127,55610,1997-05-15,1998-05-15
10127,40000,1991-05-17,1992-05-16
10127,45674,1993-05-16,1994-05-16
10127,61697,2000-05-14,2001-05-14
10127,51810,1996-05-15,1997-05-15
10127,43494,1992-05-16,1993-05-16
10128,40000,1988-06-06,1989-06-06
10128,58140,1999-06-04,2000-06-03
10128,49505,1997-06-04,1998-06-04
10128,42503,1991-06-06,1992-06-05
10128,60631,2000-06-03,2001-06-03
10128,46326,1996-06-04,1997-06-04
10128,42476,1992-06-05,1993-06-05
10128,64577,2001-06-03,2002-06-03
10128,67619,2002-06-03,9999-01-01
10128,44220,1994-06-05,1995-06-05
10128,45522,1995-06-05,1996-06-04
10128,44527,1993-06-05,1994-06-05
10128,40741,1989-06-06,1990-06-06
10128,42211,1990-06-06,1991-06-06
10128,53820,1998-06-04,1999-06-04
10129,40000,1996-01-16,1997-01-15
10129,43275,1997-01-15,1998-01-15
10129,46132,1998-01-15,1999-01-15
10129,48565,1999-01-15,2000-01-15
10129,52228,2000-01-15,2001-01-14
10129,56667,2002-01-14,9999-01-01
10129,53321,2001-01-14,2002-01-14
10130,61107,1998-06-19,1999-06-19
10130,40790,1989-06-21,1990-06-21
10130,73881,2002-06-18,9999-01-01
10130,53684,1995-06-20,1996-06-19
10130,67898,2000-06-18,2001-06-18
10130,47212,1991-06-21,1992-06-20
10130,63920,1999-06-19,2000-06-18
10130,43665,1990-06-21,1991-06-21
10130,50091,1993-06-20,1994-06-20
10130,57025,1997-06-19,1998-06-19
10130,51865,1994-06-20,1995-06-20
10130,57038,1996-06-19,1997-06-19
10130,40000,1988-06-21,1989-06-21
10130,71427,2001-06-18,2002-06-18
10130,47907,1992-06-20,1993-06-20
10131,48475,1999-09-17,1999-12-06
10132,67675,2001-06-17,2002-06-17
10132,67405,2000-06-17,2001-06-17
10132,61243,1998-06-18,1999-06-18
10132,61590,1997-06-18,1998-06-18
10132,63083,1999-06-18,2000-06-17
10132,69587,2002-06-17,9999-01-01
10133,45366,1988-12-14,1989-12-14
10133,83921,2001-12-11,9999-01-01
10133,65175,1995-12-13,1996-12-12
10133,41709,1986-12-15,1987-12-15
10133,60871,1994-12-13,1995-12-13
10133,74255,1998-12-12,1999-12-12
10133,78736,1999-12-12,2000-12-11
10133,44459,1987-12-15,1988-12-14
10133,46617,1989-12-14,1990-12-14
10133,56660,1992-12-13,1993-12-13
10133,67143,1996-12-12,1997-12-12
10133,80478,2000-12-11,2001-12-11
10133,52802,1991-12-14,1992-12-13
10133,71526,1997-12-12,1998-12-12
10133,40000,1985-12-15,1986-12-15
10133,59819,1993-12-13,1994-12-13
10133,50257,1990-12-14,1991-12-14
10134,40000,1987-12-12,1988-12-11
10134,53062,1993-12-10,1994-12-10
10134,42640,1988-12-11,1989-12-11
10134,49482,1990-12-11,1991-12-11
10134,69194,2001-12-08,9999-01-01
10134,57420,1994-12-10,1995-12-10
10134,52846,1992-12-10,1993-12-10
10134,59546,1997-12-09,1998-12-09
10134,65050,2000-12-08,2001-12-08
10134,60810,1998-12-09,1999-12-09
10134,52863,1991-12-11,1992-12-10
10134,45577,1989-12-11,1990-12-11
10134,59416,1996-12-09,1997-12-09
10134,61202,1999-12-09,2000-12-08
10134,58923,1995-12-10,1996-12-09
10135,54478,1997-01-02,1998-01-02
10135,40000,1990-01-04,1991-01-04
10135,61301,2002-01-01,9999-01-01
10135,45196,1992-01-04,1993-01-03
10135,50533,1996-01-03,1997-01-02
10135,55430,1998-01-02,1999-01-02
10135,46142,1993-01-03,1994-01-03
10135,47418,1994-01-03,1995-01-03
10135,55759,1999-01-02,2000-01-02
10135,48875,1995-01-03,1996-01-03
10135,42228,1991-01-04,1992-01-04
10135,60012,2001-01-01,2002-01-01
10135,58779,2000-01-02,2001-01-01
10136,104909,1998-06-11,1999-06-11
10136,87813,1990-06-13,1991-06-13
10136,93495,1992-06-12,1993-06-12
10136,98154,1994-06-12,1995-06-12
10136,105565,1999-06-11,1999-09-20
10136,97779,1995-06-12,1996-06-11
10136,104248,1997-06-11,1998-06-11
